structure_number,nbi_year,state,county,latitude,longitude,year_built,material_code,material,design_code,design_type,num_spans,structure_length_m,deck_width_m,condition_rating,hwb_class,deck_area_m2,design_era
53 1036,2024,6,37,33.99321666666667,-118.17573611111112,1957,1,concrete,0,other,2,7.9,41.6,,HWB7,328.64000000000004,conventional
53 1039,2024,6,37,34.11133888888889,-118.24689166666668,1958,3,steel,5,other,3,140.8,42.7,7.0,HWB28,6012.160000000001,conventional
53 1040,2024,6,37,34.11373611111111,-118.2429361111111,1958,2,concrete,5,other,2,30.2,56.7,7.0,HWB5,1712.34,conventional
53 1044,2024,6,37,34.01878333333333,-118.17321666666668,1955,1,concrete,5,other,3,29.5,48.8,7.0,HWB7,1439.6,conventional
53 1045F,2024,6,37,33.856025,-118.28441944444444,1961,2,concrete,5,other,4,71.3,8.5,7.0,HWB5,606.05,conventional
53 1048,2024,6,37,33.95387222222222,-118.10591944444444,1953,2,concrete,5,other,2,7.0,32.3,,HWB5,226.1,conventional
53 1052,2024,6,37,34.17057777777777,-118.50090555555556,1958,5,prestressed_concrete,5,other,1,36.3,40.5,7.0,HWB3,1470.15,conventional
53 1053,2024,6,37,34.17099722222222,-118.50971666666666,1958,2,concrete,5,other,2,44.2,18.9,5.0,HWB5,835.38,conventional
53 1054,2024,6,37,34.171375,-118.51838055555557,1959,1,concrete,5,other,1,33.2,40.2,5.0,HWB3,1334.64,conventional
53 1055,2024,6,37,34.17137777777778,-118.52714444444445,1959,1,concrete,5,other,1,27.7,39.9,5.0,HWB3,1105.23,conventional
53 1056,2024,6,37,34.17209166666667,-118.53190833333332,1959,1,concrete,5,other,1,34.1,40.2,7.0,HWB3,1370.8200000000002,conventional
53 1057,2024,6,37,34.173427777777775,-118.53585833333334,1959,1,concrete,5,other,1,33.2,40.8,5.0,HWB3,1354.56,conventional
53 1058,2024,6,37,34.173608333333334,-118.54461111111112,1959,1,concrete,5,other,1,27.7,40.2,7.0,HWB3,1113.54,conventional
53 1059,2024,6,37,34.17373055555555,-118.55328055555556,1959,1,concrete,5,other,1,32.9,40.2,5.0,HWB3,1322.58,conventional
53 1060,2024,6,37,34.173624999999994,-118.5620611111111,1959,5,prestressed_concrete,5,other,1,27.7,40.2,5.0,HWB3,1113.54,conventional
53 1061,2024,6,37,34.172463888888885,-118.57076388888888,1959,1,concrete,5,other,1,35.4,40.2,5.0,HWB3,1423.0800000000002,conventional
53 1062,2024,6,37,34.168216666666666,-118.58804166666668,1957,1,concrete,5,other,1,29.9,40.2,7.0,HWB3,1201.98,conventional
53 1063,2024,6,37,34.16961944444444,-118.59733333333332,1957,1,concrete,5,other,1,28.0,40.2,5.0,HWB3,1125.6,conventional
53 1064,2024,6,37,34.17092777777778,-118.60558888888887,1956,3,steel,5,other,2,42.7,44.5,7.0,HWB28,1900.15,conventional
53 1065,2024,6,37,34.169155555555555,-118.612775,1956,3,steel,5,other,2,52.4,37.2,5.0,HWB28,1949.28,conventional
53 1066,2024,6,37,34.16475,-118.62316666666666,1957,1,concrete,5,other,1,29.6,33.5,5.0,HWB3,991.6,conventional
53 1068,2024,6,37,34.11143888888889,-118.26506111111112,1961,2,concrete,5,other,3,112.6,15.8,7.0,HWB5,1779.08,conventional
53 1069,2024,6,37,34.112541666666665,-118.26644722222224,1928,1,concrete,4,other,1,48.5,17.1,7.0,HWB3,829.35,conventional
53 1070,2024,6,37,34.119994444444444,-118.27133055555556,1956,2,concrete,5,other,4,91.6,23.8,7.0,HWB5,2180.08,conventional
53 1072,2024,6,37,34.14086388888889,-118.27681111111112,1957,3,steel,4,other,3,104.6,22.9,7.0,HWB28,2395.34,conventional
53 1073E,2024,6,37,34.140744444444444,-118.27790555555556,1957,2,concrete,5,other,2,47.8,17.1,7.0,HWB5,817.38,conventional
53 1074R,2024,6,37,34.15207222222222,-118.28296388888889,1967,3,steel,5,other,2,93.6,23.8,7.0,HWB28,2227.68,conventional
53 1075,2024,6,37,34.1553,-118.28914444444445,1957,3,steel,5,other,5,194.5,48.5,7.0,HWB1,9433.25,conventional
53 1077L,2024,6,37,34.161125,-118.29319444444444,1957,3,steel,5,other,1,31.9,27.0,7.0,HWB15,861.3,conventional
53 1077R,2024,6,37,34.161319444444445,-118.292975,1957,3,steel,5,other,1,31.9,27.0,7.0,HWB15,861.3,conventional
53 1079,2024,6,37,34.164655555555555,-118.29628611111112,1957,3,steel,5,other,2,32.5,44.5,7.0,HWB28,1446.25,conventional
53 1079K,2024,6,37,34.16437222222222,-118.29658055555556,1957,3,steel,5,other,2,32.5,8.5,7.0,HWB28,276.25,conventional
53 1079S,2024,6,37,34.16478055555555,-118.29615,1957,3,steel,5,other,2,32.5,13.4,7.0,HWB28,435.5,conventional
53 1081,2024,6,37,34.16757222222222,-118.30014722222222,1957,1,concrete,5,other,1,19.7,53.6,7.0,HWB3,1055.92,conventional
53 1082,2024,6,37,34.170288888888884,-118.30403888888888,1957,3,steel,5,other,2,32.5,44.4,7.0,HWB28,1443.0,conventional
53 1082K,2024,6,37,34.17001388888889,-118.304325,1957,3,steel,5,other,2,32.5,8.6,7.0,HWB28,279.5,conventional
53 1082S,2024,6,37,34.17038611111111,-118.30393055555555,1957,3,steel,5,other,2,32.5,8.6,7.0,HWB28,279.5,conventional
53 1083F,2024,6,37,33.942188888888886,-118.09764444444444,1965,5,prestressed_concrete,5,other,2,71.3,8.6,7.0,HWB7,613.18,conventional
53 1084,2024,6,37,34.106747222222225,-118.25545,1961,1,concrete,5,other,1,28.0,48.8,7.0,HWB3,1366.4,conventional
53 1085L,2024,6,37,34.17361944444444,-118.30651666666668,1959,3,steel,5,other,8,222.5,27.9,7.0,HWB1,6207.75,conventional
53 1085R,2024,6,37,34.173402777777774,-118.30621388888888,1959,3,steel,5,other,8,225.6,28.2,7.0,HWB1,6361.92,conventional
53 1086,2024,6,37,34.17669722222222,-118.30767777777776,1959,3,steel,5,other,1,25.3,56.1,7.0,HWB15,1419.3300000000002,conventional
53 1087,2024,6,37,34.17868055555555,-118.31113888888888,1959,2,concrete,5,other,3,78.6,15.8,7.0,HWB5,1241.88,conventional
53 1088,2024,6,37,34.18074444444444,-118.3142722222222,1959,1,concrete,5,other,4,105.8,15.8,7.0,HWB7,1671.64,conventional
53 1094,2024,6,37,33.99498611111111,-118.28088611111112,1993,6,prestressed_concrete,6,other,2,66.4,12.2,5.0,HWB6,810.08,seismic
53 1095,2024,6,37,34.168188888888885,-118.61412222222222,1957,1,concrete,5,other,1,21.3,40.8,7.0,HWB3,869.04,conventional
53 1096S,2024,6,37,34.11868888888889,-118.27069166666666,1956,2,concrete,5,other,4,85.8,8.5,7.0,HWB5,729.3,conventional
53 1097,2024,6,37,34.04940555555555,-118.44813333333332,1959,1,concrete,A,other,1,20.3,70.0,7.0,HWB3,1421.0,conventional
53 1102L,2024,6,37,34.15940277777778,-118.46599444444443,1959,1,concrete,5,other,1,32.9,21.3,7.0,HWB3,700.77,conventional
53 1102R,2024,6,37,34.15980555555556,-118.46596111111111,1959,1,concrete,5,other,1,33.5,27.4,7.0,HWB3,917.9,conventional
53 1103L,2024,6,37,34.16439166666667,-118.47336111111112,1958,1,concrete,5,other,1,23.8,23.8,7.0,HWB3,566.44,conventional
53 1103R,2024,6,37,34.16469166666666,-118.47320833333332,1958,1,concrete,5,other,1,23.8,23.5,7.0,HWB3,559.3000000000001,conventional
53 1104,2024,6,37,34.16556111111111,-118.49216944444444,1958,1,concrete,5,other,1,34.7,36.3,5.0,HWB3,1259.61,conventional
53 1106,2024,6,37,34.14179722222222,-118.26909166666668,1957,2,concrete,4,other,2,27.9,22.6,7.0,HWB5,630.54,conventional
53 1107,2024,6,37,34.14183055555556,-118.26976111111112,1957,2,concrete,4,other,2,27.9,13.4,7.0,HWB5,373.86,conventional
53 1108,2024,6,37,34.141575,-118.27324722222222,1957,1,concrete,4,other,1,20.4,25.3,7.0,HWB3,516.12,conventional
53 1110,2024,6,37,34.19898055555555,-118.33759444444443,1960,2,concrete,5,other,5,142.0,57.0,7.0,HWB5,8094.0,conventional
53 1111,2024,6,37,34.20644444444445,-118.34271388888888,1960,1,concrete,5,other,1,27.1,53.3,7.0,HWB3,1444.43,conventional
53 1112,2024,6,37,34.212336111111114,-118.34833055555556,1960,2,concrete,5,other,2,44.8,50.4,7.0,HWB5,2257.92,conventional
53 1113,2024,6,37,34.218072222222226,-118.3548861111111,1960,1,concrete,5,other,1,19.7,50.8,5.0,HWB3,1000.76,conventional
53 1114,2024,6,37,34.22174444444445,-118.36671388888888,1961,2,concrete,5,other,4,71.9,25.6,7.0,HWB5,1840.6400000000003,conventional
53 1115,2024,6,37,34.30331944444444,-118.47926944444444,1963,2,concrete,5,other,3,44.8,48.1,7.0,HWB5,2154.88,conventional
53 1116,2024,6,37,34.22622777777778,-118.37530555555554,1961,1,concrete,5,other,1,28.1,41.4,7.0,HWB3,1163.34,conventional
53 1116K,2024,6,37,34.22593611111111,-118.37570833333332,1961,1,concrete,5,other,1,28.0,7.1,7.0,HWB3,198.8,conventional
53 1117,2024,6,37,34.226866666666666,-118.38162777777777,1961,2,concrete,5,other,2,54.6,46.0,7.0,HWB5,2511.6,conventional
53 1118,2024,6,37,34.226308333333336,-118.38764166666668,1961,2,concrete,5,other,4,70.4,24.3,7.0,HWB5,1710.7200000000005,conventional
53 1119,2024,6,37,34.228791666666666,-118.3935388888889,1963,2,concrete,5,other,4,67.1,12.2,7.0,HWB5,818.6199999999999,conventional
53 1120,2024,6,37,34.23144444444445,-118.40429722222224,1963,2,concrete,5,other,3,71.5,19.5,7.0,HWB5,1394.25,conventional
53 1121L,2024,6,37,34.23306111111111,-118.40989166666668,1963,1,concrete,0,other,1,24.4,29.4,7.0,HWB3,717.3599999999999,conventional
53 1121R,2024,6,37,34.233402777777776,-118.40931388888887,1963,2,concrete,5,other,3,48.2,37.8,7.0,HWB5,1821.96,conventional
53 1123,2024,6,37,34.23896944444444,-118.41575277777778,1963,1,concrete,5,other,3,44.8,71.1,7.0,HWB7,3185.28,conventional
53 1124,2024,6,37,34.244819444444445,-118.42193611111112,1963,2,concrete,6,other,4,51.2,70.8,7.0,HWB5,3624.96,conventional
53 1125,2024,6,37,34.25085833333333,-118.42821944444444,1963,2,concrete,5,other,3,45.0,70.0,7.0,HWB5,3150.0,conventional
53 1126,2024,6,37,34.25675277777778,-118.43451666666668,1963,2,concrete,5,other,4,51.2,75.0,7.0,HWB5,3840.0,conventional
53 1127,2024,6,37,34.262927777777776,-118.44054444444444,1963,2,concrete,5,other,3,46.5,57.3,7.0,HWB5,2664.45,conventional
53 1127G,2024,6,37,34.26316944444444,-118.44026111111113,1976,5,prestressed_concrete,5,other,1,40.8,22.7,7.0,HWB4,926.16,seismic
53 1127H,2024,6,37,34.262541666666664,-118.44107222222225,1976,5,prestressed_concrete,5,other,1,46.0,23.5,7.0,HWB4,1081.0,seismic
53 1128,2024,6,37,34.26476666666667,-118.44175555555556,1963,2,concrete,5,other,3,53.4,53.9,7.0,HWB5,2878.26,conventional
53 1130,2024,6,37,34.27406111111111,-118.4498138888889,1963,2,concrete,5,other,3,65.0,57.2,7.0,HWB5,3718.0,conventional
53 1131,2024,6,37,34.276894444444444,-118.4525888888889,1963,2,concrete,6,other,4,48.2,55.6,5.0,HWB5,2679.92,conventional
53 1132,2024,6,37,34.27921388888889,-118.45504444444444,1963,2,concrete,6,other,3,52.8,34.7,7.0,HWB5,1832.16,conventional
53 1133,2024,6,37,34.29152777777777,-118.46779444444444,1963,1,concrete,5,other,1,65.4,34.1,7.0,HWB3,2230.1400000000003,conventional
53 1134,2024,6,37,34.22694166666667,-118.3791111111111,1961,3,steel,6,other,5,157.7,42.1,7.0,HWB1,6639.17,conventional
53 1135,2024,6,37,33.853300000000004,-118.2800861111111,1961,1,concrete,5,other,1,36.9,51.6,7.0,HWB3,1904.04,conventional
53 1137,2024,6,37,33.85702222222223,-118.2843361111111,1961,2,concrete,6,other,4,77.1,44.5,7.0,HWB5,3430.95,conventional
53 1137F,2024,6,37,33.85671666666667,-118.28505277777778,1961,2,concrete,6,other,4,73.5,10.4,5.0,HWB5,764.4,conventional
53 1137G,2024,6,37,33.857194444444445,-118.28433333333334,1961,2,concrete,6,other,4,74.1,8.5,7.0,HWB5,629.8499999999999,conventional
53 1138,2024,6,37,33.85585555555556,-118.28304444444444,1961,1,concrete,6,other,1,26.5,41.1,6.0,HWB3,1089.15,conventional
53 1139G,2024,6,37,33.85406944444445,-118.28265833333332,1961,2,concrete,6,other,4,57.9,8.5,7.0,HWB5,492.15,conventional
53 1140,2024,6,37,33.85461388888889,-118.28164444444444,1961,2,concrete,5,other,4,60.7,41.1,7.0,HWB5,2494.77,conventional
53 1141G,2024,6,37,33.85479166666667,-118.28155833333334,1961,2,concrete,5,other,4,69.2,12.2,7.0,HWB5,844.24,conventional
53 1142,2024,6,37,33.857930555555555,-118.28613333333332,1961,1,concrete,5,other,1,23.5,41.8,7.0,HWB3,982.3,conventional
53 1144,2024,6,37,33.85918888888889,-118.28913333333333,1962,2,concrete,5,other,6,138.7,43.9,4.0,HWB5,6088.929999999999,conventional
53 1145L,2024,6,37,34.15951111111111,-118.46792222222224,1958,2,concrete,5,other,3,32.9,18.6,7.0,HWB5,611.94,conventional
53 1146F,2024,6,37,34.159725,-118.46923611111112,1958,2,concrete,5,other,3,61.6,6.7,5.0,HWB5,412.72,conventional
53 1146G,2024,6,37,34.16107777777778,-118.4693,1958,2,concrete,5,other,3,69.5,6.7,5.0,HWB5,465.65,conventional
53 1146L,2024,6,37,34.15998055555556,-118.46926388888888,1958,2,concrete,5,other,3,61.0,19.5,5.0,HWB5,1189.5,conventional
53 1146R,2024,6,37,34.160938888888886,-118.46929722222222,1958,2,concrete,5,other,3,65.2,21.3,7.0,HWB5,1388.7600000000002,conventional
53 1147R,2024,6,37,34.16213888888889,-118.47073055555556,1958,5,prestressed_concrete,5,other,3,54.6,23.2,5.0,HWB7,1266.72,conventional
53 1150,2024,6,37,34.023466666666664,-118.1724,1960,3,steel,5,other,1,26.7,48.3,7.0,HWB15,1289.61,conventional
53 1151,2024,6,37,34.03039166666667,-118.17181111111113,1960,2,concrete,5,other,6,144.7,9.1,7.0,HWB5,1316.7699999999998,conventional
53 1152,2024,6,37,34.033166666666666,-118.17045,1960,2,concrete,5,other,2,80.8,25.0,7.0,HWB5,2020.0,conventional
53 1153,2024,6,37,34.03686944444444,-118.17030555555556,1960,3,steel,5,other,2,43.9,19.5,7.0,HWB28,856.05,conventional
53 1154,2024,6,37,34.040477777777774,-118.17033611111113,1960,3,steel,5,other,2,43.9,17.1,7.0,HWB28,750.69,conventional
53 1155,2024,6,37,34.04411666666667,-118.16976666666667,1960,1,concrete,5,other,1,19.8,20.7,7.0,HWB3,409.86,conventional
53 1159,2024,6,37,34.16264722222222,-118.46930277777778,1958,3,steel,6,other,1,25.8,41.8,7.0,HWB15,1078.44,conventional
53 1160F,2024,6,37,34.1633,-118.47037777777778,1958,3,steel,5,other,1,21.2,15.5,7.0,HWB15,328.6,conventional
53 1164,2024,6,37,33.83935277777778,-118.26311944444444,1961,2,concrete,5,other,4,71.6,42.1,5.0,HWB5,3014.36,conventional
53 1165,2024,6,37,33.825561111111114,-118.21744444444444,1961,5,prestressed_concrete,5,other,3,43.6,56.8,7.0,HWB7,2476.48,conventional
53 1166,2024,6,37,33.826011111111114,-118.2452277777778,1962,2,concrete,5,other,8,133.5,41.5,7.0,HWB5,5540.25,conventional
53 1167,2024,6,37,33.82604444444445,-118.24129166666668,1962,2,concrete,5,other,3,61.0,42.7,5.0,HWB5,2604.7000000000003,conventional
53 1168,2024,6,37,33.82573055555556,-118.22748611111112,1962,3,steel,5,other,8,249.3,49.0,7.0,HWB1,12215.7,conventional
53 1169,2024,6,37,33.82548333333334,-118.22214166666669,1961,2,concrete,5,other,3,35.7,50.8,5.0,HWB5,1813.56,conventional
53 1171,2024,6,37,33.831475000000005,-118.25538611111112,1961,2,concrete,5,other,4,64.0,44.5,7.0,HWB5,2848.0,conventional
53 1172,2024,6,37,33.86004444444445,-118.30888611111112,1962,2,concrete,5,other,3,53.0,22.3,6.0,HWB5,1181.9,conventional
53 1173,2024,6,37,34.15002222222222,-118.28125555555556,1967,3,steel,5,other,5,132.9,12.2,7.0,HWB28,1621.38,conventional
53 1174,2024,6,37,33.86210277777778,-118.31760277777778,1962,2,concrete,5,other,3,43.3,42.0,7.0,HWB5,1818.6,conventional
53 1175,2024,6,37,33.8647,-118.32620833333333,1962,2,concrete,5,other,3,55.0,22.3,6.0,HWB5,1226.5,conventional
53 1176,2024,6,37,33.86599722222223,-118.33055833333331,1962,2,concrete,5,other,3,51.8,42.0,6.0,HWB5,2175.6,conventional
53 1177,2024,6,37,33.86730277777778,-118.33478055555555,1962,1,concrete,5,other,1,19.8,45.7,7.0,HWB3,904.86,conventional
53 1178,2024,6,37,34.200950000000006,-118.47329166666668,1963,2,concrete,5,other,2,54.6,44.5,5.0,HWB5,2429.7000000000003,conventional
53 1179,2024,6,37,33.86012222222222,-118.298925,1962,2,concrete,5,other,3,63.4,21.0,5.0,HWB5,1331.4,conventional
53 1180K,2024,6,37,34.12381111111111,-118.2728361111111,1957,2,concrete,5,other,5,117.8,8.5,7.0,HWB5,1001.3,conventional
53 1181S,2024,6,37,34.12399444444444,-118.27218333333332,1957,2,concrete,5,other,5,139.9,8.5,7.0,HWB5,1189.15,conventional
53 1191,2024,6,37,33.801963888888885,-118.1144861111111,1963,2,concrete,5,other,3,48.8,42.7,7.0,HWB5,2083.76,conventional
53 1193S,2024,6,37,33.803025,-118.12333888888888,1963,2,concrete,5,other,6,136.2,8.5,7.0,HWB5,1157.6999999999998,conventional
53 1194,2024,6,37,33.80290833333333,-118.12349444444445,1963,2,concrete,A,other,9,178.6,45.1,5.0,HWB1,8054.86,conventional
53 1194S,2024,6,37,33.80350833333333,-118.12473333333332,1963,2,concrete,5,other,6,124.4,8.5,7.0,HWB5,1057.4,conventional
53 1195,2024,6,37,33.803025,-118.13370833333336,1963,5,prestressed_concrete,A,other,2,53.0,42.7,5.0,HWB7,2263.1000000000004,conventional
53 1196,2024,6,37,33.80587222222222,-118.14222222222224,1964,5,prestressed_concrete,5,other,4,71.9,50.6,5.0,HWB7,3638.14,conventional
53 1196G,2024,6,37,33.806127777777775,-118.14221111111112,1960,5,prestressed_concrete,5,other,2,60.4,8.5,5.0,HWB7,513.4,conventional
53 1197,2024,6,37,33.80730555555555,-118.1511138888889,1964,2,concrete,6,other,3,48.8,21.6,5.0,HWB5,1054.08,conventional
53 1198,2024,6,37,33.80979722222222,-118.15885,1964,2,concrete,6,other,2,59.7,19.5,5.0,HWB5,1164.15,conventional
53 1199,2024,6,37,33.81158055555555,-118.16215555555556,1962,2,concrete,5,other,2,105.2,29.3,5.0,HWB5,3082.36,conventional
53 1200,2024,6,37,33.81298333333333,-118.1675,1964,2,concrete,5,other,4,113.7,25.6,7.0,HWB5,2910.7200000000003,conventional
53 1201,2024,6,37,33.81384722222222,-118.17191666666668,1964,2,concrete,5,other,4,100.0,17.1,7.0,HWB5,1710.0000000000002,conventional
53 1202,2024,6,37,33.813875,-118.17625555555556,1964,2,concrete,5,other,4,97.2,17.1,7.0,HWB5,1662.12,conventional
53 1203,2024,6,37,33.81390833333333,-118.18056111111112,1964,2,concrete,6,other,4,95.4,17.1,5.0,HWB5,1631.34,conventional
53 1204,2024,6,37,33.81498055555555,-118.18485277777778,1963,2,concrete,5,other,4,77.1,28.0,7.0,HWB5,2158.8,conventional
53 1205,2024,6,37,33.81755555555556,-118.18901944444444,1963,2,concrete,5,other,4,71.0,47.5,7.0,HWB5,3372.5,conventional
53 1206,2024,6,37,33.81883333333334,-118.19060555555556,1963,2,concrete,5,other,2,34.7,41.5,7.0,HWB5,1440.0500000000002,conventional
53 1207,2024,6,37,33.82096388888889,-118.1937027777778,1963,2,concrete,5,other,3,62.2,51.7,5.0,HWB5,3215.74,conventional
53 1208,2024,6,37,33.823350000000005,-118.1982888888889,1963,2,concrete,5,other,5,167.6,55.5,5.0,HWB1,9301.8,conventional
53 1209,2024,6,37,33.82597500000001,-118.20408333333332,1963,3,steel,6,other,8,212.1,21.6,5.0,HWB1,4581.360000000001,conventional
53 1209G,2024,6,37,33.82624722222223,-118.20400833333332,1963,3,steel,5,other,8,247.2,8.5,5.0,HWB1,2101.2,conventional
53 1209H,2024,6,37,33.82597500000001,-118.2063388888889,1963,3,steel,5,other,8,237.5,8.5,5.0,HWB1,2018.75,conventional
53 1210,2024,6,37,33.8267,-118.20708611111112,1961,5,prestressed_concrete,5,other,2,85.6,43.3,5.0,HWB7,3706.48,conventional
53 1210K,2024,6,37,33.826236111111115,-118.20695833333332,1961,1,concrete,5,other,6,83.5,8.5,5.0,HWB7,709.75,conventional
53 1212,2024,6,37,33.82577777777778,-118.21545833333332,1961,2,concrete,5,other,4,61.6,56.2,5.0,HWB5,3461.92,conventional
53 1212F,2024,6,37,33.825188888888896,-118.21528888888888,1961,2,concrete,5,other,4,61.6,14.0,7.0,HWB5,862.4,conventional
53 1213,2024,6,37,33.86187777777778,-118.28474722222222,1960,6,prestressed_concrete,5,other,3,94.8,48.8,7.0,HWB5,4626.24,conventional
53 1216,2024,6,37,34.221275,-118.35978055555556,1960,2,concrete,5,other,2,44.8,15.8,7.0,HWB5,707.84,conventional
53 1217S,2024,6,37,34.22695555555556,-118.3829361111111,1961,2,concrete,5,other,3,65.5,8.5,7.0,HWB5,556.75,conventional
53 1218S,2024,6,37,34.22621111111111,-118.38469166666668,1961,2,concrete,5,other,4,80.2,6.7,7.0,HWB5,537.34,conventional
53 1219,2024,6,37,34.23116666666667,-118.4026527777778,1963,2,concrete,5,other,3,94.1,24.4,7.0,HWB5,2296.0399999999995,conventional
53 1220,2024,6,37,34.27316944444444,-118.44919444444444,1963,2,concrete,5,other,3,50.6,48.7,7.0,HWB5,2464.2200000000003,conventional
53 1221F,2024,6,37,34.23272777777778,-118.41045,1963,1,concrete,5,other,1,25.3,15.8,7.0,HWB3,399.74,conventional
53 1222K,2024,6,37,34.23263888888889,-118.4103027777778,1963,2,concrete,5,other,3,93.9,9.5,7.0,HWB5,892.0500000000001,conventional
53 1224,2024,6,37,34.14342222222222,-118.367275,1957,3,steel,5,other,1,41.8,37.5,4.0,HWB15,1567.5,conventional
53 1225,2024,6,37,34.146975,-118.37011666666666,1957,2,concrete,5,other,2,50.0,40.5,5.0,HWB5,2025.0,conventional
53 1226,2024,6,37,34.15025277777777,-118.37385833333332,1957,1,concrete,5,other,1,33.2,48.2,7.0,HWB3,1600.2400000000002,conventional
53 1227,2024,6,37,33.872619444444446,-118.34177777777778,1962,2,concrete,5,other,4,57.3,49.7,5.0,HWB5,2847.81,conventional
53 1228,2024,6,37,33.875675,-118.34395555555555,1962,2,concrete,5,other,4,71.0,21.0,5.0,HWB5,1491.0,conventional
53 1229,2024,6,37,33.876783333333336,-118.34475833333332,1962,2,concrete,5,other,3,49.4,41.5,6.0,HWB5,2050.1,conventional
53 1230,2024,6,37,33.879933333333334,-118.34693055555556,1962,2,concrete,5,other,3,53.3,41.1,7.0,HWB5,2190.63,conventional
53 1231,2024,6,37,33.88466388888889,-118.35218055555556,1962,2,concrete,5,other,5,93.3,42.7,7.0,HWB5,3983.91,conventional
53 1232,2024,6,37,33.88718055555555,-118.35576111111112,1963,2,concrete,5,other,4,69.5,41.5,7.0,HWB5,2884.25,conventional
53 1233,2024,6,37,33.89102777777778,-118.36108888888889,1963,2,concrete,5,other,3,57.0,43.9,7.0,HWB5,2502.3,conventional
53 1234,2024,6,37,33.89445555555555,-118.365925,1963,2,concrete,5,other,4,60.7,41.5,5.0,HWB5,2519.05,conventional
53 1235,2024,6,37,33.897466666666666,-118.36946944444443,1963,1,concrete,6,other,1,8.2,42.0,7.0,HWB3,344.4,conventional
